,State,County,TotalPop,UnderEighteen,SixtyFivePlus,PedAshtma,AAshthma,COPD,HeartDisease,EverSmoker,NonWhite,Poverty,LC
266,CO,Fremont County,"48,021","7,839","10,402",561,"3,584","2,034","2,866","16,669","10,167","6,525",19
267,CO,Garfield County,"59,770","15,072","7,858","1,078","4,022","1,962","2,627","18,101","19,175","4,946",24
268,CO,Gilpin County,"6,121",952,"1,035",68,458,255,349,"2,132",775,410,2
269,CO,Grand County,"15,525","2,609","2,732",186,"1,152",623,856,"5,310","2,000","1,219",6
270,CO,Gunnison County,"17,246","2,931","2,236",209,"1,299",577,759,"5,727","2,220","1,678",7
271,CO,Hinsdale County,811,126,246,9,60,40,59,292,89,69,0
272,CO,Huerfano County,"6,889","1,122","2,148",80,505,353,522,"2,481","2,644","1,459",2
273,CO,Jackson County,"1,399",239,311,17,102,61,86,484,214,188,0
274,CO,Jefferson County,"580,233","114,515","95,477","8,195","41,775","21,576","29,475","190,255","127,678","39,799",235
275,CO,Kiowa County,"1,383",309,324,22,95,58,84,451,154,188,0
276,CO,Kit Carson County,"7,163","1,820","1,385",130,476,271,382,"2,217","1,585",900,2
277,CO,Lake County,"7,824","1,561","1,117",111,565,270,362,"2,530","3,098",970,3
278,CO,La Plata County,"56,310","10,684","9,668",764,"4,089","2,139","2,935","18,676","12,182","5,005",22
279,CO,Larimer County,"350,518","68,703","54,938","4,917","25,460","12,323","16,693","114,130","61,373","36,054",142
280,CO,Las Animas County,"14,503","2,727","3,529",195,"1,045",637,915,"4,944","6,741","2,626",5
281,CO,Lincoln County,"5,610","1,132",985,81,401,209,289,"1,833","1,278",744,2
282,CO,Logan County,"21,528","3,995","3,824",285,"1,576",811,"1,117","7,165","4,921","2,674",8
283,CO,Mesa County,"153,207","33,045","29,238","2,365","10,759","5,863","8,192","49,536","28,885","21,463",62
284,CO,Mineral County,776,115,242,8,58,40,59,283,76,72,0
285,CO,Moffat County,"13,188","3,418","2,020",244,875,457,625,"3,997","2,590","1,614",5
286,CO,Montezuma County,"26,158","5,756","5,785",411,"1,811","1,086","1,549","8,540","7,318","4,235",10
287,CO,Montrose County,"42,214","9,120","9,836",652,"2,935","1,796","2,577","13,903","10,177","4,854",17
288,CO,Morgan County,"28,558","7,424","4,422",531,"1,898",973,"1,332","8,627","11,952","3,409",11
289,CO,Otero County,"18,432","4,410","3,766",315,"1,252",713,"1,009","5,822","8,543","3,722",7
290,CO,Ouray County,"4,833",742,"1,314",53,359,237,344,"1,740",463,361,1
291,CO,Park County,"18,556","2,810","3,793",201,"1,388",834,"1,166","6,577","2,052","1,487",7
292,CO,Phillips County,"4,286","1,056",966,75,286,174,250,"1,355",986,458,1
293,CO,Pitkin County,"17,950","2,704","3,482",193,"1,360",748,"1,037","6,288","2,569","1,222",7
294,CO,Prowers County,"12,164","3,138","2,143",224,808,436,608,"3,715","5,088","2,553",4
295,CO,Pueblo County,"167,529","37,623","30,988","2,692","11,627","6,319","8,806","53,519","80,496","28,127",67
296,CO,Rio Blanco County,"6,336","1,506",985,107,433,224,306,"1,973",977,653,2
297,CO,Rio Grande County,"11,250","2,550","2,276",182,776,441,622,"3,610","5,349","1,604",4
298,CO,Routt County,"25,733","4,658","3,974",333,"1,891",957,"1,293","8,579","2,680","1,783",10
299,CO,Saguache County,"6,843","1,465","1,572",104,475,296,424,"2,264","2,819","1,679",2
300,CO,San Juan County,762,96,178,6,59,34,49,278,123,109,0
301,CO,San Miguel County,"8,191","1,438","1,201",102,605,305,409,"2,746","1,152",702,3
302,CO,Sedgwick County,"2,303",469,604,33,162,103,151,777,468,338,0
303,CO,Summit County,"31,007","5,038","4,235",360,"2,344","1,099","1,457","10,459","5,648","2,056",12
304,CO,Teller County,"25,083","4,255","5,505",304,"1,836","1,130","1,597","8,741","2,889","1,851",10
305,CO,Washington County,"4,909","1,110","1,016",79,338,195,277,"1,581",666,646,1
306,CO,Weld County,"314,305","82,497","38,224","5,904","20,952","9,752","12,934","93,285","108,618","32,314",127
307,CO,Yuma County,"10,020","2,709","1,851",193,653,365,512,"3,025","2,594","1,191",4
308,CT,Fairfield County,"943,823","212,038","149,918","20,592","76,126","39,382","54,860","291,102","363,243","92,971",560
309,CT,Hartford County,"892,697","187,304","152,874","18,190","72,903","37,913","53,406","280,026","351,528","96,957",529
310,CT,Litchfield County,"181,111","32,933","38,502","3,198","15,521","8,888","12,861","61,123","21,609","12,441",107
311,CT,Middlesex County,"162,682","28,777","33,067","2,794","13,956","7,757","11,147","54,544","26,484","10,556",96
312,CT,New Haven County,"857,620","173,046","148,886","16,806","70,699","36,754","51,816","271,620","322,987","96,563",508
313,CT,New London County,"266,784","51,733","48,611","5,024","22,250","11,781","16,710","85,900","65,967","25,063",158
314,CT,Tolland County,"150,921","26,160","23,845","2,540","12,816","6,287","8,681","48,502","23,699","10,835",89
315,CT,Windham County,"117,027","23,202","19,418","2,253","9,739","5,031","7,024","37,262","20,797","13,135",69
316,DE,Kent County,"178,550","40,805","30,483","2,920","14,080","9,420","11,922","57,685","69,754","23,966",121
317,DE,New Castle County,"559,335","120,227","87,028","8,604","45,228","29,592","36,632","183,146","241,696","62,976",379
318,DE,Sussex County,"229,286","42,584","63,575","3,047","18,082","15,036","20,944","82,503","56,660","27,750",155
319,DC,"Washington, DC","702,455","127,494","85,303","13,885","67,120","30,356","36,404","199,495","442,187","107,806",275
320,FL,Alachua County,"269,956","48,541","37,836","3,616","19,164","15,388","18,802","86,309","105,796","50,922",150
321,FL,Baker County,"28,355","6,715","4,015",500,"1,908","1,640","2,081","8,805","5,448","3,944",16
322,FL,Bay County,"185,287","39,761","31,678","2,962","12,837","11,548","15,034","60,251","44,216","24,276",103
323,FL,Bradford County,"27,732","5,436","4,935",404,"1,959","1,755","2,282","9,181","7,425","4,618",15
324,FL,Brevard County,"596,849","108,913","141,345","8,114","43,092","42,602","58,239","209,866","154,762","64,854",333
325,FL,Broward County,"1,951,260","412,789","324,313","30,753","135,830","121,311","157,257","635,762","1,256,553","244,310","1,089"
326,FL,Calhoun County,"14,587","2,924","2,631",217,"1,026",929,"1,215","4,831","3,319","2,697",8
327,FL,Charlotte County,"184,998","22,067","74,394","1,644","14,234","16,659","24,536","74,475","29,671","20,243",103
328,FL,Citrus County,"147,929","22,036","53,705","1,641","11,016","12,523","18,233","56,902","18,173","22,082",82
329,FL,Clay County,"216,072","50,209","34,104","3,740","14,679","13,091","16,945","68,665","60,300","18,846",120
330,FL,Collier County,"378,488","64,794","121,935","4,827","27,352","29,654","42,378","138,431","141,797","39,689",211
331,FL,Columbia County,"70,503","15,312","13,314","1,140","4,852","4,471","5,904","22,989","19,550","11,340",39
332,FL,DeSoto County,"37,489","7,099","8,317",528,"2,648","2,496","3,343","12,659","17,055","9,013",21
333,FL,Dixie County,"16,700","3,035","3,949",226,"1,202","1,180","1,609","5,841","2,696","3,679",9
334,FL,Duval County,"950,181","214,676","133,483","15,993","64,667","54,909","69,179","297,059","450,723","134,476",530
335,FL,Escambia County,"315,534","65,784","53,148","4,901","21,910","19,334","24,935","102,101","113,022","43,832",176
336,FL,Flagler County,"112,067","18,884","34,428","1,406","8,182","8,788","12,491","41,243","28,218","11,450",62
337,FL,Franklin County,"11,736","1,888","2,814",140,864,841,"1,143","4,186","2,421","2,343",6
338,FL,Gadsden County,"45,894","10,097","8,197",752,"3,162","2,897","3,808","14,946","30,950","10,259",25
339,FL,Gilchrist County,"18,256","3,703","3,741",275,"1,280","1,207","1,613","6,122","2,594","2,856",10
340,FL,Glades County,"13,724","2,080","3,744",154,"1,016","1,021","1,410","4,984","5,479","2,457",7
341,FL,Gulf County,"16,164","2,500","3,487",186,"1,203","1,133","1,513","5,750","3,929","2,667",9
342,FL,Hamilton County,"14,310","2,707","2,575",201,"1,018",912,"1,186","4,774","6,436","3,209",8
343,FL,Hardee County,"27,245","7,141","4,532",532,"1,758","1,568","2,036","8,228","14,508","6,956",15
344,FL,Hendry County,"41,556","10,964","5,712",816,"2,686","2,292","2,897","12,363","28,235","9,850",23
345,FL,Hernando County,"190,865","34,957","52,412","2,604","13,685","14,136","19,752","67,862","43,450","26,646",106
346,FL,Highlands County,"105,424","17,970","37,222","1,338","7,586","8,495","12,315","38,936","35,445","21,577",58
347,FL,Hillsborough County,"1,436,888","323,986","205,315","24,137","97,849","83,442","105,401","450,197","743,667","207,358",803
348,FL,Holmes County,"19,477","3,938","3,871",293,"1,368","1,279","1,700","6,519","2,638","4,232",11
349,FL,Indian River County,"157,413","25,219","52,019","1,878","11,568","12,686","18,204","58,830","39,052","16,775",87
350,FL,Jackson County,"48,305","8,961","9,424",667,"3,453","3,163","4,164","16,323","16,865","9,492",27
351,FL,Jefferson County,"14,288","2,431","3,362",181,"1,048","1,031","1,405","5,095","5,698","2,317",8
352,FL,Lafayette County,"8,732","1,771","1,401",131,609,526,671,"2,818","2,554","1,521",4
353,FL,Lake County,"356,495","68,268","95,109","5,086","25,248","25,793","35,875","124,638","109,098","40,582",198
354,FL,Lee County,"754,610","132,623","215,894","9,880","54,399","56,536","79,278","270,456","250,391","90,400",421
355,FL,Leon County,"292,502","54,472","39,155","4,058","20,634","16,477","20,047","92,746","127,693","57,656",162
356,FL,Levy County,"40,770","7,956","10,103",592,"2,894","2,918","4,028","14,211","8,344","6,521",22
357,FL,Liberty County,"8,457","1,512","1,229",112,610,515,646,"2,798","2,436","1,523",4
358,FL,Madison County,"18,529","3,492","3,798",260,"1,323","1,240","1,652","6,311","8,387","3,752",10
359,FL,Manatee County,"394,855","72,121","108,173","5,373","28,332","29,240","40,839","140,443","114,856","40,662",220
360,FL,Marion County,"359,977","66,922","104,178","4,985","25,605","26,824","37,756","127,727","107,688","52,818",200
361,FL,Martin County,"160,912","26,388","49,690","1,965","11,816","12,697","18,050","59,571","35,430","16,824",90
362,FL,Miami-Dade County,"2,761,581","558,250","448,112","41,590","194,215","171,071","220,114","904,339","2,401,789","436,103","1,541"
363,FL,Monroe County,"75,027","11,361","17,266",846,"5,637","5,476","7,418","27,262","25,692","8,859",42
364,FL,Nassau County,"85,832","16,943","19,042","1,262","6,088","5,930","8,047","29,475","11,281","8,882",48
365,FL,Okaloosa County,"207,269","46,083","33,189","3,433","14,140","12,360","15,854","65,662","55,655","25,612",116
366,FL,Okeechobee County,"41,537","8,844","8,218",658,"2,870","2,673","3,550","13,656","15,360","8,283",23
367,FL,Orange County,"1,380,645","305,917","164,820","22,791","94,243","76,288","93,318","425,533","831,907","211,307",771
368,FL,Osceola County,"367,990","89,835","48,605","6,692","24,412","20,438","25,540","111,571","254,727","48,711",205
369,FL,Palm Beach County,"1,485,941","283,456","355,266","21,118","105,463","103,564","141,343","512,309","682,305","179,359",829
370,FL,Pasco County,"539,630","109,651","122,105","8,169","37,832","36,866","50,087","183,202","141,208","67,164",301
371,FL,Pinellas County,"975,280","157,672","241,641","11,746","72,125","71,654","98,211","351,963","255,246","112,593",543
372,FL,Polk County,"708,009","156,487","143,142","11,658","48,288","45,154","60,146","230,084","297,726","109,018",395
373,FL,Putnam County,"74,163","15,875","17,204","1,182","5,138","5,094","6,977","25,054","21,292","13,697",41
374,FL,St. Johns County,"254,261","55,165","51,480","4,109","17,617","16,826","22,600","84,623","44,923","16,642",142
375,FL,St. Lucie County,"321,128","63,294","77,503","4,715","22,645","22,442","30,755","110,409","139,092","38,398",179
376,FL,Santa Rosa County,"179,349","39,352","28,645","2,931","12,372","10,982","14,183","57,774","31,748","16,404",100
377,FL,Sarasota County,"426,718","60,616","156,509","4,516","31,975","36,275","52,790","165,019","72,475","43,389",237
378,FL,Seminole County,"467,832","98,309","72,533","7,324","32,568","28,402","36,334","151,086","189,106","46,050",261
379,FL,Sumter County,"128,754","9,102","74,146",678,"10,225","13,637","21,085","56,837","19,186","11,183",72
380,FL,Suwannee County,"44,191","9,409","9,442",700,"3,061","2,937","3,961","14,733","10,824","7,999",24
381,FL,Taylor County,"21,623","4,357","4,420",324,"1,515","1,419","1,890","7,225","5,960","4,130",12
382,FL,Union County,"14,940","2,902","2,237",216,"1,063",920,"1,170","4,919","4,541","2,118",8
383,FL,Volusia County,"547,538","96,836","133,733","7,214","39,635","39,193","53,638","193,067","157,810","70,499",305
384,FL,Wakulla County,"32,461","6,945","5,086",517,"2,260","2,002","2,581","10,545","6,473","3,543",18
385,FL,Walton County,"71,375","14,423","14,677","1,074","5,040","4,811","6,460","24,208","11,273","7,868",40
386,FL,Washington County,"24,880","4,955","4,363",369,"1,757","1,583","2,062","8,252","5,588","5,104",14
387,GA,Appling County,"18,507","4,574","3,189",346,"1,253","1,118","1,453","5,347","5,808","3,954",11
388,GA,Atkinson County,"8,297","2,183","1,167",165,549,461,581,"2,315","3,602","2,156",5
389,GA,Bacon County,"11,185","2,850","1,794",216,747,648,832,"3,175","3,021","2,473",7
390,GA,Baker County,"3,092",598,696,45,225,218,293,976,"1,623",704,1
391,GA,Baldwin County,"44,823","8,411","7,177",637,"3,239","2,684","3,383","13,697","21,315","9,313",28
392,GA,Banks County,"18,988","4,238","3,321",321,"1,331","1,190","1,544","5,671","2,379","2,469",12
393,GA,Barrow County,"80,809","20,962","10,058","1,588","5,369","4,348","5,358","22,480","23,819","7,651",50
394,GA,Bartow County,"106,408","25,682","14,916","1,946","7,286","6,145","7,717","30,652","24,166","12,768",66
395,GA,Ben Hill County,"16,787","4,140","2,939",313,"1,138","1,020","1,329","4,859","7,425","4,305",10
396,GA,Berrien County,"19,252","4,665","3,292",353,"1,316","1,176","1,526","5,607","3,515","4,144",12
397,GA,Bibb County,"153,095","37,623","23,876","2,851","10,332","8,813","11,232","43,798","95,172","36,326",95
398,GA,Bleckley County,"12,838","2,620","2,163",198,914,785,"1,005","3,882","4,080","2,156",8
399,GA,Brantley County,"18,897","4,437","3,140",336,"1,306","1,158","1,494","5,552","1,497","3,419",11
400,GA,Brooks County,"15,513","3,380","3,076",256,"1,097","1,025","1,359","4,716","6,700","3,768",9
401,GA,Bryan County,"38,109","11,160","4,050",845,"2,409","1,878","2,268","10,032","10,199","3,264",23
402,GA,Bulloch County,"77,296","15,446","8,860","1,170","5,438","3,996","4,726","22,626","28,301","16,439",48
403,GA,Burke County,"22,423","5,842","3,497",442,"1,496","1,311","1,683","6,348","11,772","4,853",13
404,GA,Butts County,"24,193","5,031","3,762",381,"1,719","1,455","1,841","7,264","8,215","4,228",15
405,GA,Calhoun County,"6,352","1,111",995,84,469,390,490,"1,977","4,262","1,723",4
406,GA,Camden County,"53,677","13,088","7,319",992,"3,609","2,911","3,612","15,182","16,319","8,134",33
407,GA,Candler County,"10,836","2,710","1,952",205,730,660,865,"3,127","4,182","2,587",6
408,GA,Carroll County,"118,121","28,076","16,080","2,128","8,044","6,547","8,131","33,803","34,658","19,187",74
409,GA,Catoosa County,"67,420","15,433","11,954","1,169","4,681","4,189","5,452","19,974","6,326","7,911",42
410,GA,Charlton County,"12,968","2,492","2,072",188,937,788,997,"3,962","4,983","2,753",8
411,GA,Chatham County,"289,195","61,279","44,478","4,645","20,274","16,743","21,065","85,671","149,834","39,488",180
412,GA,Chattahoochee County,"10,684","2,337",516,177,711,395,388,"2,885","4,589","1,408",7
413,GA,Chattooga County,"24,790","5,555","4,354",421,"1,731","1,539","1,998","7,378","4,353","4,575",15
414,GA,Cherokee County,"254,149","62,093","35,380","4,706","17,364","14,694","18,459","73,024","54,900","18,576",159
415,GA,Clarke County,"127,330","21,989","13,959","1,666","9,179","6,432","7,441","38,080","57,196","31,645",79
416,GA,Clay County,"2,887",588,774,44,205,209,291,907,"1,842",841,1
417,GA,Clayton County,"289,615","80,559","26,997","6,106","18,739","14,223","16,817","77,506","261,809","50,072",180
418,GA,Clinch County,"6,648","1,693","1,077",128,445,389,501,"1,892","2,333","1,695",4
419,GA,Cobb County,"756,865","178,546","92,777","13,534","52,001","41,860","51,281","217,167","367,250","67,585",473
420,GA,Coffee County,"43,093","10,534","5,930",798,"2,913","2,395","2,987","12,255","18,230","9,505",27
421,GA,Colquitt County,"45,592","11,917","7,054",903,"3,015","2,586","3,305","12,791","20,351","10,700",28
422,GA,Columbia County,"154,291","39,147","20,833","2,967","10,335","8,546","10,665","43,446","49,193","10,858",96
423,GA,Cook County,"17,162","4,301","2,839",326,"1,155","1,015","1,310","4,916","6,083","4,156",10
424,GA,Coweta County,"145,864","35,765","20,242","2,711","9,958","8,432","10,592","41,875","42,590","14,844",91
425,GA,Crawford County,"12,318","2,537","2,316",192,889,820,"1,076","3,798","3,327","2,251",7
426,GA,Crisp County,"22,601","5,464","4,217",414,"1,540","1,405","1,849","6,607","11,398","6,063",14
427,GA,Dade County,"16,226","3,119","3,132",236,"1,176","1,057","1,384","5,034","1,023","2,067",10
428,GA,Dawson County,"25,083","5,186","5,045",393,"1,796","1,671","2,214","7,719","2,016","2,168",15
429,GA,Decatur County,"26,575","6,505","4,307",493,"1,804","1,575","2,024","7,665","13,326","5,923",16
430,GA,DeKalb County,"756,558","174,942","94,120","13,261","52,017","41,365","50,571","217,418","535,786","106,598",471
431,GA,Dodge County,"20,705","4,012","3,737",304,"1,504","1,338","1,734","6,407","7,297","4,988",13
432,GA,Dooly County,"13,706","2,356","2,758",178,"1,022",933,"1,227","4,381","7,891","3,420",8
433,GA,Dougherty County,"91,243","21,222","14,027","1,608","6,229","5,186","6,556","26,365","68,944","25,104",56
434,GA,Douglas County,"145,331","37,605","16,774","2,850","9,725","7,853","9,601","40,542","88,809","18,113",90
